"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"R.methodsS3","R.methodsS3","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"R.oo","R.oo","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.25.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"R.utils","R.utils","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.12.2",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.3"
"R6","R6","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"ragg","ragg","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.5",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"randomForest","randomForest","C:/Users/Carolina/AppData/Local/R/win-library/4.2","4.7-1.1",NA,"R (>= 4.1.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"ranger","ranger","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.15.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rapidjsonr","rapidjsonr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"rappdirs","rappdirs","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"raster","raster","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.6-20",NA,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.6-41)","Rcpp","ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.3"
"ratelimitr","ratelimitr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.1",NA,NA,"assertthat",NA,"testthat, microbenchmark, knitr, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rattle","rattle","C:/Users/Carolina/AppData/Local/R/win-library/4.2","5.5.1",NA,"R (>= 3.5.0), tibble, bitops","stats, utils, ggplot2, grDevices, graphics, magrittr, methods,
stringi, stringr, tidyr, dplyr, XML, rpart.plot",NA,"pmml (>= 1.2.13), colorspace, ada, amap, arules, arulesViz,
biclust, cairoDevice, cba, cluster, corrplot, descr, doBy,
e1071, ellipse, fBasics, foreign, fpc, gdata, ggdendro, gplots,
grid, gridExtra, gtools, Hmisc, janitor, kernlab, Matrix, mice,
nnet, party, plyr, psych, RGtk2, randomForest, RColorBrewer,
readxl, reshape, ROCR, RODBC, rpart, scales, SnowballC,
survival, timeDate, tm, xgboost",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"rcartocolor","rcartocolor","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.0",NA,"R (>= 3.4)","ggplot2, scales",NA,"covr, MASS, testthat, vdiffr, sf, spData",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rcmdcheck","rcmdcheck","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"Rcmdr","Rcmdr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.8-0",NA,"R (>= 3.5.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 2.7-1), car (>= 3.1-0), effects (>=
4.0-3)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5), lme4,
tools",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"RcmdrMisc","RcmdrMisc","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.7-2",NA,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats,
nortest, lattice",NA,"boot, datasets, carData",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"RColorBrewer","RColorBrewer","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.2.0"
"Rcpp","Rcpp","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.10",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RcppArmadillo","RcppArmadillo","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.12.2.0.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RcppEigen","RcppEigen","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"RcppParallel","RcppParallel","C:/Users/Carolina/AppData/Local/R/win-library/4.2","5.1.7",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.3"
"RcppTOML","RcppTOML","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RCurl","RCurl","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.98-1.12",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"reactable","reactable","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.4",NA,"R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3),
jsonlite, reactR",NA,"covr, crosstalk, dplyr, fontawesome, knitr, leaflet, MASS,
rmarkdown, shiny, sparkline, testthat, tippy, V8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"reactR","reactR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.4",NA,NA,"htmltools",NA,"htmlwidgets (>= 1.5.3), rmarkdown, shiny, V8, knitr, usethis,
jsonlite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"readODS","readODS","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8.0",NA,"R (>= 2.10)","xml2 (>= 1.3.2), cellranger, readr (>= 1.2.1), stringi, utils,
purrr",NA,"dplyr, testthat, datasets, covr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"readr","readr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.4",NA,"R (>= 3.5)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"readstata13","readstata13","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.10.1",NA,NA,"Rcpp (>= 0.11.5)","Rcpp","testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"readtext","readtext","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.82",NA,"R (>= 3.6)","antiword, data.table, digest, httr, jsonlite (>= 0.9.10),
pillar, pdftools, readODS (>= 1.7.0), readxl, streamR, stringi,
striprtf, xml2, utils",NA,"knitr, pkgload, rmarkdown, quanteda (>= 3.0), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"readxl","readxl","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.2",NA,"R (>= 3.5)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"recipes","recipes","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.5",NA,"dplyr (>= 1.1.0), R (>= 3.4)","cli, clock (>= 0.6.1), ellipsis, generics (>= 0.1.2), glue,
gower, hardhat (>= 1.2.0), ipred (>= 0.9-12), lifecycle (>=
1.0.3), lubridate (>= 1.8.0), magrittr, Matrix, purrr (>=
0.2.3), rlang (>= 1.0.3), stats, tibble, tidyr (>= 1.0.0),
tidyselect (>= 1.2.0), timeDate, utils, vctrs (>= 0.5.0), withr",NA,"covr, ddalpha, dials (>= 1.0.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 0.1.7), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"registry","registry","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"relimp","relimp","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0-5",NA,"R (>= 2.0.0)","stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"rematch","rematch","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rematch2","rematch2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"remotes","remotes","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.4.2",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"renv","renv","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.17.3",NA,NA,"utils",NA,"BiocManager, cli, covr, devtools, jsonlite, knitr, miniUI,
packrat, pak, R6, remotes, reticulate, rmarkdown, rstudioapi,
shiny, testthat, uuid, yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"repr","repr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.6",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"reprex","reprex","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"reshape","reshape","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"reshape2","reshape2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"reticulate","reticulate","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.28",NA,"R (>= 3.0)","Matrix, Rcpp (>= 0.12.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, withr","Rcpp","callr, knitr, rlang, rmarkdown, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.2.3"
"rex","rex","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rgdal","rgdal","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.6-5",NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","sp","knitr, DBI, RSQLite, maptools, mapview, rmarkdown, curl,
rgeos",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rgeos","rgeos","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6-2",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rgho","rgho","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.0.0",NA,"R (>= 3.6.0)","curl (>= 4.3.0), dplyr (>= 1.0.0), httr (>= 1.4.0), magrittr
(>= 2.0.0), tibble (>= 3.0.0), tidyr (>= 1.2.0), rlang (>=
1.0.0), ODataQuery (>= 0.5.3), lifecycle (>= 1.0.0)",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"rgl","rgl","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.3",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, rmarkdown (>= 2.16), deldir (>= 1.0-4), orientlib,
lattice, misc3d, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d, tcltk, js (>= 1.2), webshot2 (>= 0.1.0), downlit
(>= 0.4.0), pkgdown (>= 2.0.0), extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown, crosstalk, V8,
chromote","waldo","GPL",NA,NA,NA,NA,"yes","4.2.3"
"RgoogleMaps","RgoogleMaps","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.5.3",NA,"R (>= 2.10)","graphics, stats, utils, grDevices, methods, png,sp",NA,"PBSmapping, maptools, loa, RColorBrewer, leaflet,jpeg, RCurl",NA,"GPL",NA,NA,NA,NA,"no","4.2.3"
"rio","rio","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5.29",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, arrow, clipr,
feather, fst, hexView, jsonlite, pzfx, readODS (>= 1.6.4),
readr, rmarkdown, rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rJava","rJava","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0-6",NA,"R (>= 3.6.0), methods",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.2.0"
"rjson","rjson","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.21",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"RJSONIO","RJSONIO","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3-1.8",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"rlang","rlang","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"RMariaDB","RMariaDB","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.2",NA,"R (>= 2.8.0)","bit64, blob, DBI (>= 1.1.3), hms (>= 0.5.0), lubridate,
methods, Rcpp (>= 0.12.4), rlang","plogr, Rcpp","DBItest (>= 1.7.0), readr, rprojroot, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"rmarkdown","rmarkdown","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.21",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools,
utils, xfun (>= 0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rmatio","rmatio","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.18.0",NA,"R(>= 3.2)","Matrix, methods, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"Rmisc","Rmisc","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.5.1",NA,"lattice, plyr",NA,NA,"latticeExtra, Hmisc, stats4",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rms","rms","C:/Users/Carolina/AppData/Local/R/win-library/4.2","6.6-0",NA,"R (>= 3.5.0), Hmisc (>= 4.8-0)","methods, survival, quantreg, ggplot2, SparseM, rpart, nlme (>=
3.1-123), polspline, multcomp, htmlTable (>= 1.11.0),
htmltools, MASS, cluster, digest, colorspace, kableExtra,
knitr, grDevices",NA,"boot, tcltk, plotly (>= 4.5.6), mice, rmsb, nnet, VGAM,
lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rnaturalearth","rnaturalearth","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.2",NA,"R (>= 3.1.1)","sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4), httr (>=
1.1.0), jsonlite",NA,"ggrepel, rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1),
devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), terra, rgeos, pbapply, ggplot2,
dplyr, purrr, rmarkdown, tmap, svglite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rnaturalearthdata","rnaturalearthdata","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.0",NA,"R (>= 3.1.1)","sp (>= 1.0.15)",NA,"knitr (>= 1.12.3), testthat (>= 0.9.1)",NA,"CC0",NA,NA,NA,NA,"no","4.2.3"
"rngtools","rngtools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.5.2",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"ROAuth","ROAuth","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.9.6",NA,"R (>= 2.12.0)","RCurl, digest, methods",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.3"
"robotstxt","robotstxt","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.7.13",NA,"R (>= 3.0.0)","stringr (>= 1.0.0), httr (>= 1.0.0), spiderbar (>= 0.2.0),
future (>= 1.6.2), future.apply (>= 1.0.0), magrittr, utils",NA,"knitr, rmarkdown, dplyr, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"ROCR","ROCR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"RODBC","RODBC","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3-20",NA,"R (>= 4.0.0)","stats",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"rootSolve","rootSolve","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8.2.3",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"roxygen2","roxygen2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","7.2.3",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"rpart","rpart","C:/Users/Carolina/AppData/Local/R/win-library/4.2","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rpart.plot","rpart.plot","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.1.1",NA,"R (>= 3.4.0), rpart (>= 4.1-15)",NA,NA,"earth (>= 5.1.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rprojroot","rprojroot","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rsample","rsample","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.1",NA,"R (>= 3.4)","dplyr (>= 1.0.0), furrr, generics, glue, methods, pillar,
purrr, rlang (>= 0.4.10), slider (>= 0.1.5), tibble, tidyr,
tidyselect, vctrs (>= 0.5.0)",NA,"broom, covr, ggplot2, knitr, modeldata, recipes (>= 0.1.4),
rmarkdown, stats, testthat (>= 3.0.0), utils, whisker, withr,
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"RSelenium","RSelenium","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7.9",NA,"R (>= 3.0.0)","methods, caTools, utils, httr, wdman(>= 0.2.2)",NA,"binman, XML, testthat, knitr, covr, rmarkdown",NA,"AGPL-3",NA,NA,NA,NA,"no","4.2.3"
"rstatix","rstatix","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.7.2",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rstudioapi","rstudioapi","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.14",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rsvg","rsvg","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.4.0",NA,NA,NA,NA,"ggplot2, knitr, magick, rmarkdown, spelling, svglite, webp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"rticles","rticles","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.24",NA,NA,"knitr (>= 1.30), rmarkdown (>= 2.14), tinytex (>= 0.30),
utils, xfun, yaml",NA,"bookdown, covr, testit, testthat (>= 3.0.0), xtable",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"Rttf2pt1","Rttf2pt1","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.12",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.2.2"
"rtweet","rtweet","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 4.0.0)","bit64 (>= 4.0.5), curl (>= 4.3.2), httr (>= 1.3.0), httr2 (>=
0.2.2), jsonlite (>= 0.9.22), lifecycle (>= 1.0.0), methods,
progress (>= 1.2.2), rlang (>= 0.4.10), tibble (>= 1.3.4),
utils, withr (>= 2.5.0)",NA,"askpass (>= 1.1), covr (>= 3.5.1), dplyr (>= 1.0.9), ggplot2
(>= 3.3.5), httpuv (>= 1.6.5), igraph (>= 1.3.2), knitr (>=
1.39), magick (>= 2.7.3), maps (>= 3.4.0), openssl (>= 2.0.2),
rmarkdown (>= 2.14), testthat (>= 3.1.0), vcr (>= 0.6.0),
webshot (>= 0.5.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rversions","rversions","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
